match_id,puuid,name,placement,total_damage_to_players,players_eliminated,traits,units
NA1_5268734781,H5k5Q9mLGQgrAEI3_Dg-odBGeWJPE_50bEVZALLZkmH5WLqTWz95Y_xbSPX8AVqb5Ca0wFtG25ocgA,LanLian8888#NA1,2,62,1,TFT14_AnimaSquad(1); TFT14_Controller(4); TFT14_Cutter(1); TFT14_Cyberboss(1); TFT14_Marksman(1); TFT14_StreetDemon(7); TFT14_Supercharge(2); TFT14_Techie(2),"TFT14_Zyra[tier:2, items:]; TFT14_Ekko[tier:2, items:]; TFT14_Jinx[tier:2, items:]; TFT14_Rengar[tier:2, items:]; TFT14_Yuumi[tier:2, items:]; TFT14_Neeko[tier:2, items:TFT_Item_GargoyleStoneplate,TFT_Item_RedBuff]; TFT14_Brand[tier:2, items:TFT_Item_Leviathan,TFT_Item_JeweledGauntlet,TFT_Item_SpearOfShojin]; TFT14_Ziggs[tier:3, items:TFT_Item_JeweledGauntlet,TFT_Item_RabadonsDeathcap,TFT_Item_StatikkShiv]; TFT14_Samira[tier:2, items:TFT_Item_GuardianAngel,TFT_Item_MadredsBloodrazor,TFT_Item_Quicksilver]"
NA1_5268734781,nAL28qiqla_QpVJPKqpBWcVbFy18wsJwpnrSJvnmxyjiru4d6_nQ6ISBzuf-rBc82uChLSVaTgESxw,chesskung#NA1,1,98,1,TFT14_AnimaSquad(3); TFT14_Divinicorp(3); TFT14_Immortal(1); TFT14_Netgod(1); TFT14_Strong(4); TFT14_Suits(1); TFT14_Vanguard(4),"TFT14_Sylas[tier:2, items:]; TFT14_Vayne[tier:3, items:TFT_Item_GuinsoosRageblade,TFT_Item_RunaansHurricane,TFT_Item_GuinsoosRageblade]; TFT14_Rhaast[tier:3, items:TFT_Item_ThiefsGloves,TFT_Item_FrozenHeart,TFT_Item_GargoyleStoneplate]; TFT14_Senna[tier:2, items:TFT_Item_Moonstone,TFT_Item_PowerGauntlet,TFT_Item_MadredsBloodrazor]; TFT14_Jarvan[tier:3, items:TFT_Item_FrozenHeart,TFT_Item_Crownguard,TFT_Item_DragonsClaw]; TFT14_Zed[tier:1, items:TFT_Item_InfinityEdge,TFT_Item_GuardianAngel,TFT14_Item_DivinicorpEmblemItem]; TFT14_Leona[tier:2, items:TFT_Item_RedBuff,TFT_Item_Crownguard,TFT_Item_IonicSpark]; TFT14_Garen[tier:1, items:]"
NA1_5268734781,r81MUoBQX5tPmPAKuqWo5Oa-cZ8O0jtZI-Ki3xfHb1EHl-fIjoWgxY4Wfr9tC1gFmpbPcGF_7l8dsw,vocxm#NA1,4,88,1,TFT14_BallisTek(2); TFT14_Bruiser(2); TFT14_Divinicorp(1); TFT14_Mob(5); TFT14_Strong(1); TFT14_Swift(2); TFT14_Thirsty(1); TFT14_Vanguard(2),"TFT14_Shaco[tier:1, items:]; TFT14_KogMaw[tier:2, items:]; TFT14_TwistedFate[tier:3, items:TFT_Item_GuinsoosRageblade,TFT_Item_Leviathan,TFT_Item_HextechGunblade]; TFT14_Darius[tier:3, items:TFT_Item_TearOfTheGoddess]; TFT14_Skarner[tier:2, items:]; TFT14_Braum[tier:3, items:TFT_Item_RedBuff,TFT_Item_DragonsClaw,TFT_Item_GargoyleStoneplate]; TFT14_Gragas[tier:3, items:TFT_Item_Morellonomicon]; TFT14_MissFortune[tier:2, items:TFT_Item_PowerGauntlet,TFT_Item_MadredsBloodrazor,TFT_Item_InfinityEdge]"
NA1_5268734781,3lBV0cPPxHjkO7Amk5-eflA1RrJI6woA0xJ2_QC2z_JG2VoAKAjUsA5vKOjfLlez7djTLadpjXQRrA,N0 More ARAM#NA1,3,66,1,TFT14_Armorclad(3); TFT14_Bruiser(1); TFT14_Cutter(1); TFT14_Divinicorp(1); TFT14_EdgeRunner(7); TFT14_HotRod(1); TFT14_Marksman(2); TFT14_Overlord(1); TFT14_Supercharge(1); TFT14_Swift(2); TFT14_Techie(1); TFT14_Thirsty(1),"TFT14_Kindred[tier:1, items:]; TFT14_Jax[tier:2, items:TFT_Item_ThiefsGloves,TFT_Item_Bloodthirster,TFT_Item_DragonsClaw]; TFT14_Jhin[tier:2, items:TFT_Item_InfinityEdge,TFT_Item_Deathblade,TFT_Item_SpearOfShojin]; TFT14_Naafiri[tier:2, items:]; TFT14_Varus[tier:2, items:]; TFT14_Mordekaiser[tier:3, items:TFT_Item_ThiefsGloves,TFT_Item_Quicksilver,TFT_Item_RabadonsDeathcap]; TFT14_Sejuani[tier:2, items:TFT14_JaxCyberneticItem,TFT14_MordekaiserCyberneticItem,TFT_Item_NightHarvester]; TFT14_Zeri[tier:2, items:TFT_Item_Quicksilver,TFT14_ZeriCyberneticItem,TFT_Item_GuinsoosRageblade]; TFT14_Renekton[tier:1, items:TFT_Item_Bloodthirster,TFT_Item_PowerGauntlet,TFT_Item_InfinityEdge]"
NA1_5268734781,oIWxo9nVzZ0g7Ce8--Z8xcuFOl_snX_R_8LD6p7DvHzJt6VfxLp7IjHU0BvXqIK_Gr5PgQvDOlXnyw,250kgyoyoman#NA1,8,36,0,TFT14_AnimaSquad(1); TFT14_Armorclad(3); TFT14_Divinicorp(1); TFT14_EdgeRunner(1); TFT14_HotRod(3); TFT14_Immortal(1); TFT14_Marksman(1); TFT14_Mob(1); TFT14_Overlord(1); TFT14_Swift(1); TFT14_Techie(2); TFT14_Thirsty(3); TFT14_ViegoUniqueTrait(1); TFT14_Virus(1),"TFT14_Kindred[tier:2, items:]; TFT14_Jax[tier:2, items:]; TFT14_Shyvana[tier:2, items:]; TFT14_Elise[tier:2, items:TFT_Item_ThiefsGloves,TFT_Item_StatikkShiv,TFT_Item_GuinsoosRageblade]; TFT14_MissFortune[tier:2, items:TFT_Item_ThiefsGloves,TFT_Item_SteraksGage,TFT_Item_Redemption]; TFT14_Zac[tier:1, items:TFT_Item_Redemption,TFT_Item_RedBuff,TFT_Item_GargoyleStoneplate]; TFT14_Renekton[tier:1, items:TFT_Item_UnstableConcoction,TFT_Item_GuinsoosRageblade,TFT_Item_InfinityEdge]; TFT14_Aurora[tier:1, items:TFT_Item_SpearOfShojin]; TFT14_Viego[tier:1, items:TFT_Item_GiantsBelt]; TFT14_SummonLevel2[tier:3, items:TFT14_Item_Nitro_ChromeCounter]"
NA1_5268734781,hFy-Yb3HTbrvVl2CpezMfUf0cvuq4j8IL3RqK3t07XlIVl69sUDEpiLap_RmFPzw_49j7UkMACFXNg,Ice Cold Brew#NA1,7,13,1,TFT14_Armorclad(3); TFT14_BallisTek(1); TFT14_EdgeRunner(3); TFT14_HotRod(1); TFT14_Marksman(1); TFT14_Mob(1); TFT14_Suits(2); TFT14_Swift(6),"TFT14_Kindred[tier:2, items:]; TFT14_Jax[tier:2, items:TFT14_Item_SwiftEmblemItem]; TFT14_KogMaw[tier:2, items:]; TFT14_TwistedFate[tier:2, items:TFT_Item_LastWhisper]; TFT14_Draven[tier:2, items:TFT_Item_HextechGunblade,TFT_Item_SpearOfShojin,TFT_Item_RunaansHurricane]; TFT14_Galio[tier:2, items:]; TFT14_Sejuani[tier:1, items:TFT_Item_BrambleVest,TFT_Item_FrozenHeart,TFT_Item_Crownguard]; TFT14_Zeri[tier:2, items:TFT_Item_GuinsoosRageblade,TFT_Item_GuinsoosRageblade,TFT14_JhinCyberneticItem]"
NA1_5268703396,d3ls-zl-sDdOXB4sQZ22Dx4XorqxDrVJq-fXK-_pwQ0We2hENGdiFj-I2NS9HNVXDV-qL1CgNuZEQA,LunaLush#Heyyy,2,67,2,TFT14_Armorclad(4); TFT14_Divinicorp(2); TFT14_EdgeRunner(3); TFT14_Netgod(1); TFT14_Overlord(1); TFT14_Strong(2); TFT14_Suits(3); TFT14_Swift(2),"TFT14_Jax[tier:2, items:]; TFT14_Draven[tier:2, items:TFT_Item_InfinityEdge,TFT7_Item_ShimmerscaleHeartOfGold,TFT_Item_LastWhisper]; TFT14_Senna[tier:2, items:]; TFT14_Galio[tier:2, items:TFT_Item_Crownguard]; TFT14_Zed[tier:2, items:TFT_Item_UnstableConcoction,TFT_Item_InfinityEdge]; TFT14_Sejuani[tier:2, items:TFT_Item_GargoyleStoneplate,TFT_Item_AdaptiveHelm,TFT_Item_SpectralGauntlet]; TFT14_Zeri[tier:2, items:TFT_Item_GuinsoosRageblade,TFT_Item_GuinsoosRageblade,TFT14_ZeriCyberneticItem]; TFT14_Renekton[tier:2, items:]; TFT14_Garen[tier:2, items:TFT_Item_FrozenHeart,TFT_Item_WarmogsArmor]"
NA1_5268703396,NdRwQY_-GrTWDENUPgzSlhYV3dlKDLTXHdpI0n2Kvf1pKhFdgZ_vIsgEK1L2frsH0X-F-TNLGmHKbQ,WillScissor4Tank#NA1,1,130,3,TFT14_BallisTek(6); TFT14_Bruiser(2); TFT14_Cutter(1); TFT14_Mob(3); TFT14_Netgod(1); TFT14_Swift(2); TFT14_Techie(1); TFT14_Vanguard(2),"TFT14_KogMaw[tier:3, items:TFT_Item_ThiefsGloves,TFT_Item_EmptyBag,TFT_Item_EmptyBag]; TFT14_TwistedFate[tier:3, items:TFT_Item_GuinsoosRageblade,TFT_Item_GuinsoosRageblade,TFT_Item_HextechGunblade]; TFT14_Darius[tier:3, items:TFT_Item_MadredsBloodrazor,TFT_Item_GuardianAngel]; TFT14_Skarner[tier:3, items:TFT_Item_ThiefsGloves,TFT_Item_EmptyBag,TFT_Item_EmptyBag]; TFT14_Braum[tier:2, items:]; TFT14_Fiddlesticks[tier:2, items:]; TFT14_Chogath[tier:3, items:TFT_Item_Redemption,TFT_Item_RedBuff,TFT_Item_BrambleVest]; TFT14_Garen[tier:2, items:TFT_Item_ThiefsGloves,TFT_Item_EmptyBag,TFT_Item_EmptyBag]; TFT14_Urgot[tier:2, items:TFT_Item_PowerGauntlet,TFT_Item_LastWhisper,TFT_Item_MadredsBloodrazor]"
NA1_5268703396,CdXLHCIk-JUSw0MncERG04XB_WRctwYmMSB9ZYNmKIbHswhszarbTReg1nElOOGvRu1ntppckPGv7g,Godessbow#NA1,5,52,0,TFT14_AnimaSquad(1); TFT14_Armorclad(2); TFT14_Bruiser(2); TFT14_Cutter(1); TFT14_Cyberboss(1); TFT14_EdgeRunner(7); TFT14_HotRod(1); TFT14_Marksman(2); TFT14_Supercharge(1); TFT14_Swift(2); TFT14_Techie(1); TFT14_Thirsty(2),"TFT14_Kindred[tier:2, items:]; TFT14_Jax[tier:2, items:]; TFT14_Jhin[tier:2, items:TFT_Item_Deathblade,TFT_Item_MadredsBloodrazor,TFT14_JhinCyberneticItem]; TFT14_Naafiri[tier:1, items:]; TFT14_Varus[tier:2, items:TFT_Item_NeedlesslyLargeRod]; TFT14_Mordekaiser[tier:2, items:TFT_Item_ThiefsGloves,TFT_Item_EmptyBag,TFT_Item_EmptyBag]; TFT14_Sejuani[tier:2, items:TFT_Item_RedBuff,TFT_Item_SpectralGauntlet,TFT14_SejuaniCyberneticItem]; TFT14_Zeri[tier:2, items:TFT_Item_GuinsoosRageblade,TFT_Item_ForceOfNature,TFT14_ZeriCyberneticItem]; TFT14_Kobuko[tier:2, items:TFT_Item_DragonsClaw,TFT_Item_WarmogsArmor]; TFT14_Aurora[tier:2, items:TFT_Item_ThiefsGloves,TFT_Item_EmptyBag,TFT_Item_EmptyBag]"
NA1_5268703396,PXh9JUi243DveKC8ErdrHLAV8sH4Sqim8XIX3qxE6V0LBSQd3_MQKxvWnIGApZr6LtEuNpoV9LLvVA,04nathan#NA1,6,40,0,TFT14_AnimaSquad(1); TFT14_Bruiser(2); TFT14_Divinicorp(3); TFT14_Mob(3); TFT14_Netgod(1); TFT14_Thirsty(4); TFT14_Vanguard(2); TFT14_Virus(1),"TFT14_Morgana[tier:2, items:]; TFT14_Darius[tier:1, items:]; TFT14_Rhaast[tier:1, items:]; TFT14_Braum[tier:2, items:TFT_Item_NightHarvester,TFT_Item_GargoyleStoneplate]; TFT14_Gragas[tier:2, items:]; TFT14_MissFortune[tier:2, items:TFT_Item_PowerGauntlet,TFT_Item_InfinityEdge,TFT_Item_MadredsBloodrazor]; TFT14_Zac[tier:1, items:TFT_Item_AdaptiveHelm,TFT_Item_FrozenHeart,TFT14_Item_ThirstyEmblemItem]; TFT14_Garen[tier:1, items:]; TFT14_Aurora[tier:1, items:TFT_Item_Morellonomicon,TFT_Item_JeweledGauntlet,TFT_Item_AdaptiveHelm]"
NA1_5268703396,7MBCJ30zaByCOgqZg9hLuty3ZJGCeCQLtgnE0JOYmmHz8Y7smtZggzofS4QLjZGljPUWWksUeXIzLw,eris#tft,8,15,0,TFT14_AnimaSquad(1); TFT14_Armorclad(2); TFT14_Bruiser(2); TFT14_Controller(3); TFT14_Cutter(1); TFT14_Cyberboss(1); TFT14_Divinicorp(2); TFT14_Overlord(1); TFT14_StreetDemon(9); TFT14_Strong(1); TFT14_Supercharge(1); TFT14_Techie(2),"TFT14_Zyra[tier:1, items:]; TFT14_DrMundo[tier:2, items:]; TFT14_Ekko[tier:2, items:]; TFT14_Rengar[tier:2, items:]; TFT14_Yuumi[tier:2, items:TFT14_Item_StreetDemonEmblemItem,TFT_Item_StatikkShiv]; TFT14_Neeko[tier:2, items:TFT_Item_WarmogsArmor,TFT_Item_GargoyleStoneplate]; TFT14_Brand[tier:2, items:TFT_Item_SpearOfShojin,TFT_Item_ArchangelsStaff,TFT_Item_BlueBuff]; TFT14_Renekton[tier:2, items:TFT14_Item_StreetDemonEmblemItem]; TFT14_Kobuko[tier:1, items:TFT14_Item_StreetDemonEmblemItem,TFT14_Item_ArmorcladEmblemItem,TFT14_Item_DivinicorpEmblemItem]"
NA1_5268703396,p8eCzXsO0pwxQcc-0SjifZ1rtOc_MMUW7HLhrFKGiE25_e49HTdnkFJlxQCcO44l4PyXdote1EQIGQ,GNlumilumilumi#NA1,7,24,0,TFT14_AnimaSquad(7); TFT14_Armorclad(2); TFT14_Controller(1); TFT14_EdgeRunner(1); TFT14_HotRod(1); TFT14_Marksman(2); TFT14_Supercharge(1); TFT14_Techie(2); TFT14_Thirsty(3); TFT14_Vanguard(2),"TFT14_Sylas[tier:2, items:TFT14_Item_ThirstyEmblemItem]; TFT14_Seraphine[tier:2, items:]; TFT14_Shyvana[tier:2, items:]; TFT14_Jhin[tier:2, items:]; TFT14_Illaoi[tier:2, items:TFT_Item_GargoyleStoneplate,TFT_Item_GargoyleStoneplate,TFT_Item_GargoyleStoneplate]; TFT14_Yuumi[tier:2, items:]; TFT14_Xayah[tier:2, items:TFT_Item_InfinityEdge,TFT_Item_LastWhisper,TFT_Item_SpearOfShojin]; TFT14_Leona[tier:2, items:]; TFT14_Aurora[tier:1, items:TFT_Item_GuinsoosRageblade,TFT_Item_ArchangelsStaff]"
NA1_5268703396,tiqwwNJb4JtZXJ3zqztbQ-qV-rxAt34SnoYL1ZfGT21WzqY3ovA3A48ioPZ2L6YvDbmd5EEzAcS-pA,Terkeal#NA1,3,70,2,TFT14_AnimaSquad(7); TFT14_Armorclad(2); TFT14_Divinicorp(1); TFT14_EdgeRunner(1); TFT14_Immortal(1); TFT14_Marksman(2); TFT14_Overlord(1); TFT14_Strong(1); TFT14_Techie(1); TFT14_Thirsty(2); TFT14_Vanguard(2); TFT14_ViegoUniqueTrait(1),"TFT14_Sylas[tier:2, items:TFT_Item_ThiefsGloves,TFT_Item_SpectralGauntlet,TFT_Item_Redemption]; TFT14_Jhin[tier:2, items:]; TFT14_Vayne[tier:2, items:]; TFT14_Illaoi[tier:2, items:TFT_Item_Crownguard,TFT_Item_TearOfTheGoddess,TFT_Item_SpectralGauntlet]; TFT14_Xayah[tier:2, items:TFT_Item_PowerGauntlet,TFT_Item_InfinityEdge,TFT5_Item_SpearOfShojinRadiant]; TFT14_Leona[tier:3, items:TFT_Item_WarmogsArmor,TFT_Item_WarmogsArmor,TFT_Item_UnstableConcoction]; TFT14_Renekton[tier:2, items:TFT_Item_TitansResolve,TFT_Item_Bloodthirster,TFT14_Item_DarkWebEmblemItem]; TFT14_Aurora[tier:1, items:TFT_Item_JeweledGauntlet]; TFT14_Viego[tier:1, items:]"
